Sentence,Judges_classification,,,,,
"I went in expecting big action scenes, but instead got a deep, character driven story that delves deep in the past of the main characters.",storyline,,,,,
But the movie had no point.,storyline,,,,,
"I understand that the little stories were a way for the girl to cope with being in a loony bin, but it just doesn't fit, not for me.In my opinion a story is very much connected to a certain medium.",storyline,,,,,
"Now personally I know the original story, maybe not perfect, but pretty damn well.",storyline,,,,,
To paraphrase a quote from a famous 1960's sci-fi TV series Colter in his determination to both go back and forth in time and change the outcome of both past and future events in the end ended up succeeding on both counts!,storyline,,,,,
"'Inception' is a thrill ride with moments of reality v. dreams, question of motives and the very concept of how dreams work.",storyline,,,,,
"playing truth or dare they end up down in a cellar where they find tons of staged paraphernalia, and they come across this diary.",storyline,,,,,
"The anti climatic ending felt just felt like a cheap pay off for action rather than any serious resolution.I think for the most part of this movie i was marveling at the expected power of the characters, but when i actually saw them in action, it was kind of a let down.",storyline,,,,,
"I'm OK with slow paced movies, but you need some food for brain to make it interesting even if it's slow.It's",storyline,,,,,
"His condition is represented by a job similar to his father's and related to technology, design and the mastery of nature, and a seemingly unfulfilled marriage.If the figure of his father stands over the film and the growing character of Jack, his mother is set as his opposite.",storyline,,,,,
Some of the writers of the comic book were brought in to work on the screenplay... and it shows.,storyline,,,,,
I found myself caring every bit as much about the budding romance between Alice and Joe as I did the more spectacular events of the film.And it is spectacular.,storyline,,,,,
"He's neat and orderly, and seems to get pulled into the mayhem by Holmes.",storyline,,,,,
"Then a series of troubles occur involving the future-Romulans, amidst other things.The story itself is convoluted at times, requires a lot of faith from the audience and takes some rather contrived leaps of logic to propel it forward.",storyline,,,,,
"Right when everything is perfect and he is ready to make the connection, he discovers that it is not to be.",storyline,,,,,
Evidence and clues begin to appear but not before our hero seems riddled by psychosis himself.,storyline,,,,,
"Some fella wants to blow up the world, or something.",storyline,,,,,
"Finally Zuckerberg and Saverin waltz out of the front door of their London club with a bank account numbering in the billions and it all looks rosy, until Zuckerberg is shot by his girlfriend's love-sick ex and Saverin suddenly discovers that some African Dictator has severed all his limbs and sewn them on back to front, promptly dropping dead.In",storyline,,,,,
I mean the storyline was perfect and its has stuffs from Marvel.,storyline,,,,,
Her dry humor and cynical wit truly makes an engaging character to look out for.,storyline,,,,,
"But, no, it's not Robin Hood.",storyline,,,,,
"They were all one-dimensional, stereo typical characters.",storyline,,,,,
"I mean come on, did they even read the book?K Stew's Bella was much better.",storyline,,,,,
The Air Force should sue the film makers for making them look so evil and incompetent.,storyline,,,,,
OK let me warn you this review may be a spoiler.I would normally have given this movie at least a five 5 maybe a seven 7 star rating except for the ending and a thin plot.,storyline,,,,,
"Furthermore, it fails to engage or involve the audience as its overtly 'clever' central characters have to constantly remind us what is going on and more importantly, why we should care.",storyline,,,,,
"The other major theme is two different types of parenting and the idea of two courses of life, nature and grace.",storyline,,,,,
"But this isn't a happy ending, and I didn't leave the cinema liking the protagonist at all; instead, he gave me shivers.",storyline,,,,,
All of the fun and cheerful dialogue from the future scene has been resorted to everybody staring and smiling at each other.,storyline,,,,,
It is nice to see a nail-biting last-second escape in a movie.,storyline,,,,,
"More importantly, unlike either Schindler or Private Ryan, War Horse is unlikely to cause any sort of political or moral complaints.",storyline,,,,,
"It didn't had to waste it's time inventing stuff or stretching scenes because their was plenty to work with here: *SPOILERS* The good is that so far all the important scenes have been put into the movie (except one in my mind).The bad is divided into two sections: what's missing and what replaced it.First off, the Dursleys cameo was disappointing.",storyline,,,,,
"The plot is more over the top and muddled than ever with a plethora of pointless characters and incoherent nonstop action sequences, but Director Rob Marshall (Chicago) creates a film that will please fans and revive people's love for the series that was lost because of the previous two flops.",storyline,,,,,
"It is a futuristic, semi-post-apocalyptic story where an oppressive government stages a horrifying gladiator match between 24 children once per year.",storyline,,,,,
"If you take out all the action sequences, apart that with the airplane, the movie could be very interesting .. well you would also have to take some of the story out too to make it interesting!",storyline,,,,,
"The pin was not symbolizing protection for Katniss to feel at home or something, it was given to her as a sign of trust, that the people of District 12 were giving her their voice and support.",storyline,,,,,
"The more desperate they got, the more they strengthened the resistance's position.They had tried to kill John Conner by killing his mother, and in effect helped her prepare him for the war; they tried to kill him when he was young, and demonstrated that their weapons could be used against them; they tried killing him and his wife, and proved the futility of trying to predict the future; in this film, they try to corrupt Human Nature to work against itself, and they only demonstrate that Human Nature is incorruptible.This film, from start to finish, works.",storyline,,,,,
"See this movie, and lets get ready for District 10.",storyline,,,,,
"This is, however, all surface.Once",storyline,,,,,
His death is perhaps the biggest shock of this movie .And he couldn't even get his capn cards signed :'(But at least he died with a bang.,storyline,,,,,
"If any movie-goer experienced voyeuristic pleasure in the rape scene, then it should have been snuffed-out by the shower scene.The movie clocked-in at about 2 hours and 40 minutes.",storyline,,,,,
"The acting, script, story, conception, basically everything else, is just terrible.",storyline,,,,,
"It may seem like they'll never make it, but like District 9 and Independence Day, you'll see what it takes.",storyline,,,,,
My second most highly anticipated movie is finally here.,storyline,,,,,
"Anyone who doesn't like this picture is probably an evil person and a supporter of white slavery!! (joke)Taken is a throwback to earlier, simpler times when action movies were good and right-wing and the plot left no ambiguity as to whether the hero of the picture was right or wrong in his pursuit of extreme justice.",storyline,,,,,
"In a film, you cannot afford to have 2 hours of character development in a movie that runs just under 3 hours.",storyline,,,,,
"And just because it was so shamelessly borrowed almost everything from other great movies, and also so blindly spent so much money to copy ""Star Wars"", there's no way this movie would be turned out to be NOT FUN, and it's a ""Walter Disney"" production.So,",storyline,,,,,
"With the results of his tests showing strength but his presentations falling short, Franco decides to take his new test subjects home to see if he can help his father the only way he knows how.In a world of action and moral story telling, a heart felt ringing of man knows no boundaries when it comes to love.",storyline,,,,,
"And yet... it didn't win me over and I actually felt that the viewers are being patronized at times (""ooh magical hacking"" for example), not something I care for.",storyline,,,,,
"In fact if anyone has seen Stargate Universe, I care more about the characters on that than I do in this movie, that is how bad this movie is (Stargate Universe is atrocious).",storyline,,,,,
"though, this is a great installment to Mission Impossible series.",storyline,,,,,
I found that the story left me confused and asking questions in the end.,storyline,,,,,
"After reading other series such as the Vampire Academy, her fans have realized that Meyers writing is indeed elementary, and other authors have written better books, but without the publicity she has received.",storyline,,,,,
I saw the midnight showing last night and was extremely disappointed.,storyline,,,,,
"It was pretty much a ""cliff notes"" adaptation of the book.",storyline,,,,,
"It's not a spoiler that he goes a little crazy while investigating, it's all over the trailers.",storyline,,,,,
Marvel needs no introduction.,storyline,,,,,
"The techies have found deposits of a super-valuable mineral on the planet, and they want to mine the minerals.",storyline,,,,,
"Pierced through with pain from, you guessed it, daddy issues.",storyline,,,,,
Will there be enough material for a sequel?,storyline,,,,,
"J. T. Sanborn (Anthony Mackie), a by-the-book soldier finds James a bit too willing to disobey protocol and take unnecessary risks.Called",storyline,,,,,
Nothing happening in his life is so interesting or worth watching but of course the teddy makes him interesting.,storyline,,,,,
"The girl, Summer Finn of Shinnecock, Michigan, did not share this belief.",storyline,,,,,
This masterful slice of storytelling tracks the explosive action on the planet Pandora.A paraplegic marine is sent in to learn the ways of the local creatures on the planet.,storyline,,,,,
"There are certainly some sharp title cards here but I love films of constant wit and detail, where the most intricate or humorous line of dialogue is spoken in such a way that it adds layers to a character's complexion, history and desires.",storyline,,,,,
"Before seeing the movie, I read some summaries from different sources, but after seeing it myself, I realized that no summary or whatever could convincingly describe this mess that calls himself Star Trek.",storyline,,,,,
"It is done artistically and is a necessary and beautiful element of the film, but I thought there will be MANY parents out there who will not be expecting it.It rates a solid 8.9/10 from...the Fiend :.",storyline,,,,,
Beautiful plot.,storyline,,,,,
"fine, and actually kind of refreshing.",storyline,,,,,
movie could have been a lot but never was.,storyline,,,,,
"If you haven't seen no 1 & 2 you will probably not even be impressed by John Connor, leader of the resistance, only hope for the humans, blah blah, if it was not for Christian Bale's lovely face it wouldn't have mattered even if John Connor was cut into 50 pieces & fed to mechanical hyenas.",storyline,,,,,
"Director and co-scripter Gary Ross keeps the gruesome reality of kill-or-be-killed as mostly an undercurrent in the early goings, letting momentum take hold of what could have easily become maudlin.Ross's strength lies in the quiet moments, which benefit from being just that.",storyline,,,,,
I also could find nothing to take away from movie and I don't think I can say that about any other Liam Neeson movie that I have ever seen.,storyline,,,,,
"This film presents to us an amazing story of survival and human will in the face of certain death, expertly delivered by director Danny Boyle and Best Actor nominee James Franco.I make the point to not divulge too many plot details in my reviews, but I feel an exception can be made in this case, since the story is so well known.",storyline,,,,,
"Ben Affleck does double duty as director and, plays Doug McCray, also known as the Architect, because he plans the heists with absolute precision, so that no one gets hurt and they don't get caught.",storyline,,,,,
"However, since the books are in the first person narrative, the emotion of the story was not conveyed as well I it could have been, but how would someone convey that without a fully narrated movie, which would become irritating?",storyline,,,,,
"The problem The Grey is that while it starts well, it somewhat tails off in the middle of the film, and what is a weak narrative begins to drag.",storyline,,,,,
It's a stunningly beautiful and poignant film.,storyline,,,,,
"With the help of a princess (Gemma Arterton) and a mystical dagger that can turn back time, he must right a few wrongs that have been put onto him.What",storyline,,,,,
It's a sobering reminder that spending money guarantees nothing.,storyline,,,,,
What could have been an emotional turn for one of the best scenes in animation was abruptly cut short... because the kiss up aliens had to 'save the day' and what was a sweet gesture at the end where Andy gives his toys away turns into an awkward play session.No,storyline,,,,,
"Has great character development, showing growth and dawning understanding in a way that is believable and real-life like an everyman / everywoman would.Absolutely 10 out of 10.",storyline,,,,,
A little on the long side.,storyline,,,,,
"Surely a movie like Contagion has some zombies, right?",storyline,,,,,
"When all is said and done, the movie can be summed up in 3 words: Crash, Boom, Bang.Forgettable, which is a shame since Part 1 started out nicely.",storyline,,,,,
"Christian overtones are spread throughout, and at the very beginning of the film, it is stated that a man has two ways through life, which are the way of nature and the way of grace.",storyline,,,,,
But what makes it a great film rather than a great fun but forgettable experience is a near (spoiler alert) heartbreaking moment about 1 hour 25 minutes into the film.,storyline,,,,,
You really need to take the film as a whole and not whine about how individual elements have been done elsewhere.NOT,storyline,,,,,
There just simply isn't a lot to work with in terms of script.,storyline,,,,,
"It isn't until a sequel baiting, mid-credit scene that this plot is picked up again.",storyline,,,,,
"This tale based on a true story is about their friendship and how in more ways than one, they are able to help each other out in life and as friends.",storyline,,,,,
Quality entertainment for all ages.,storyline,,,,,
"They do get caught, and they are interrogated, however we must remember that the war is coming to an end, and the Nazi's are on the losing side.",storyline,,,,,
What's with all the drama?,storyline,,,,,
"I just can't conspire to that at all, it's a tired old formula that merely adds a couple of new torture methods into the equation.",storyline,,,,,
"Too many scenes focus on needless minutia and unrelated activities that I found pointless, boring, and non-productive.I",storyline,,,,,
"The ships crashes down, and because of its circular shape, it starts to roll and two survivors just start to run in the direction the ships is rolling (lol).",storyline,,,,,
Is is the eternal infatuation of the US audience with rogue warriors who like do to their own thing without regard for their team that created all this stir?,storyline,,,,,
"Including, but not limited to:-So they find a painting in the Scottish mountains that tells of a planet that may have held humanity's beginnings... But how did the cave dwellers know of the planet had they not evolved in that time?-How Were they able to breathe inside cave without their helmets?-On that note why was the planet so earth like, with breathable air and earth like terrain?- it's never fully explained what the alien species of white, gay looking Palpatines on the planet are.",storyline,,,,,
Underdeveloped characters.,storyline,,,,,
"I've seen some reviews that panned the ending as being unnecessary, but after the stunning revelation a little more than midway through, they had to provide more of a kick in the pants for the end.",storyline,,,,,
"The best movie of the year, and in 40 years, it will be a classic.",storyline,,,,,
"As you all know I am very rarely wrong(note the sarcasm, lol), well this is one of those cases where I was extremely wrong.",storyline,,,,,
"Having Hitler and his 2nd, 3rd, 4th in command die in a theater when it didn't really happen?",storyline,,,,,
"Yes, the story line was VERY good and really well put together.",storyline,,,,,
Once you get to know them they're really nice (as long as they don't eat you).,storyline,,,,,
"As the security for oil operations in desolate places, he's tasked with fending off wild animals that come near the sites.",storyline,,,,,
They went to High School together and were not friends.,storyline,,,,,
"The themes and settings of Shutter Island represent a diversion of sorts, but it transcends the B-movie genre in the same way as the TV/movie adaptations of his other writings were much more than just crime stories.",storyline,,,,,
"This similarity is intended (it is argued that the dreamer otherwise would become suspicious and wake up, or reject inception).",storyline,,,,,
"In addition to the numerous exciting action scenes, and there are plenty, the humor is another quality that elevates this from just another Pixar sequel.",storyline,,,,,
I enjoyed the first one and I was excited to see this movie but I was sorely disappointed.,storyline,,,,,
"Something beautiful was happening to me.If you walked out of the theater wondering what it was all about, you shouldn't have.",storyline,,,,,
"Britt, played by Seth Rogen in a strange yet fitting role, inherits the company and meets one of his fathers employees, Kato, who is skilled in weaponry, cars, and martial arts.",storyline,,,,,
"It's also deals with the perils of getting too absorbed into a role to the point of obsession, having that line that separates reality and fantasy get really blurred, to the detriment of the self-absorbed thespian, and here we observe Nina's horrific metamorphosis from all things good to a mean, and psychotic even, streak.One of the highlights of the film is how layered Andre Heinz's story is, taking place on many planes and even running parallel to that in real life with Natalie Portman taking on an adult role, and of course that between her character Nina and the Swan Queen in Swan Lake.",storyline,,,,,
The montage is jarring only because it has no connection to the scenes that immediately precede it.,storyline,,,,,
"When viewed in the context of where the film fits into the Star Trek universe, I'd have to say that it can be watched after the conclusion of all the previous productions, but still serve as a prequel to the Original Series.",storyline,,,,,
good thing - Sam's parents.,storyline,,,,,
They have a Batman/Catwoman sort of relationship.,storyline,,,,,
And what in the hell is the Thor guy doing out here?,storyline,,,,,
"The movie might as well have been called ""Hit Girl"" instead of ""Kick Ass"".I for one can't stand the movies of Tarantino (I didn't care for Inglorious Bastards at all).",storyline,,,,,
"There is nothing ordinary about this extraordinary expose, and the way Fincher and Sorkin skewer Facebook's creator as well as many of the people around him is a treat.",storyline,,,,,
"The cut back to her and her BF in bed is much too sudden and that follow-up scene is too short).All in all, this is horror film every bit worth your desire to have the bejesus scared out of you.",storyline,,,,,
"It supports the action more then leading it, which is a good thing.",storyline,,,,,
"I have read that some theatergoers are leaving the movie with serious depression issues, wanting to leave our world to live on a planet like Pandora.The story is simple, perhaps too simple, and themes like these have already been seen, but the movie is enchanting and the technical achievements and cinematography outstanding.",storyline,,,,,
"Like the one review saying ""there will be blood, lots of blood"" ???",storyline,,,,,
"I won't say I disliked watching the movie, and there were a number of moments that made me actually laugh out loud (something I'm not typically wont to do alone in a dark room).",storyline,,,,,
"Rorschach's is through the dialogue in his journal, Jupiter is through the flashbacks she has, Mr Manhattan is through his own internal thoughts and reminiscence.",storyline,,,,,
"Sadly too few films elicit such a long lasting debate as to its meaning and merit, forgotten as the house light rise and we return to mundane normality.",storyline,,,,,
I was wrong The movie has great lines with a lot of humor (Stark talking with Loki which was awesome and funny or when Hulk smashed Loki around after a small chat) a lot of action which is delivered throughout the movie under certain circumstances and not randomly which would ruin it.,storyline,,,,,
But Abrams and the writers (who ironically claim to be Trek fans) use time travel to excuse their heinous molestation of Star Trek lore.,storyline,,,,,
Christopher Nolen is a genius of some kind I admit.,storyline,,,,,
The story builds and there's a satisfying ending.,storyline,,,,,
This is not a movie like Pulp Fiction or Fight Club.,storyline,,,,,
"Yeah, sure, it's pretty entertaining I guess.",storyline,,,,,
"No insults to our intelligence, no pandering to the teenagers with violence, explosions, car chases.",storyline,,,,,
The whole thing just didn't add up for me.1.,storyline,,,,,
"There's a certain hint of satire in it's brutality meeted out by a child, and a certain tone in the movie that chastises us for not being more involved in helping those around us, while also showing it's understanding of why we sometimes choose not to.",storyline,,,,,
"I can buy that people could be conditioned over time with watching tough warrior adults killing each other on Reality TV, that's why Arnold Schwarzenegger's The Running Man is a good flick because it could ring true.",storyline,,,,,
"I don't know if I'm the only one to make this comparison, but I can't avoid that.Both movies has no unnecessary introduction or explications, just throws the watcher in the middle of storyline.",storyline,,,,,
"Also, you feel like the characters views have changed by the end of the movie, feeling completely satisfied with where we leave the characters.The story is handled with a great deal of thought and is able to juggle various subplots with care and never making them too overwhelming.",storyline,,,,,
"Transformers 2 has some comic moments, some exciting moments and even some sad moments, but not enough of these pockets of quality to fill the two and a half hour run-time.",storyline,,,,,
Something that everyone can relate to.,storyline,,,,,
"It was not easy to summarise in a 130 minutes lasting movie the thousands and thousands words that Burroughs spends describing the society of Mars and all its curiosities, but Disney and Pixar made it, with exceptional results.III-",storyline,,,,,
If its an alternate reality then by the definition of the word ALTERNATE you can't rely on it being even marginally similar to your reality.,storyline,,,,,
"However, Malick's slow and deliberate pacing does in fact peel back these layers a little at a time, so that when the emotional climax does arrive, it is genuinely moving in a way that so few films are nowadays.",storyline,,,,,
"Like Woody Allen in Midnight in Paris, Scorsese too chooses the inter- war Paris as the movie's backdrop, but unlike Allen, Scorsese's love for Paris seems rather unbiased, as he chooses to represent the city of love in the microcosm of an ever bustling railway station, occasionally punctuated by quick bursts of joy and sadness.",storyline,,,,,
"I enjoy the occasional turn-off-your-brain fun summer film, but the amount of fun I got from this movie is ridiculous and was certainly not anticipated.",storyline,,,,,
Amazing and beautiful film story.,storyline,,,,,
"Having experienced Ridley Scott's two previous historical forays in cinema (GLADIATOR, which I loved, and KINGDOM OF HEAVEN, which I enjoyed), I was eager to see his latest movie, a version of a much-loved legend.",storyline,,,,,
"Aronofsky has been very keen to reveal to the audience very early in the film that what they are about to see is an inner metamorphosis of the main character, but what he reserves revealing is just how wild exhilarating the ride will be.",storyline,,,,,
"Bay's sense of humor is just dirt level, unintelligent and he just shoves as much stuff on screen as possible.",storyline,,,,,
"I liked the film, but more so because of my having read the book, I don't feel as though I would have been as understanding of the running time and the lulls in the action sequences, otherwise.",storyline,,,,,
"As it has always happened, the movie's center is the relationship between the old man and the little boy, but director Peter Docter (""Monsters Inc.""), co-director Bob Peterson (who also voices the film's two funniest characters) and their writing team drive ""Up"" away from every sentimentalism in this particular aspect.",storyline,,,,,
"It's as if the script writers were raised on using the F word in every sentence, every character used the ill fated word in every line they spoke.",storyline,,,,,
This has been a great decade journey.,storyline,,,,,
It also proves that even the biggest summer blockbusters can be intelligent and artistic.,storyline,,,,,
"The details he deemed good enough to put in the movie that stuck with the original plot were well executed, but he tried to make it his own story and he failed miserably.",storyline,,,,,
"This eliminates what I feel is one of the weakest gimmicks of the superhero genre, the secret identity to ""protect your loved ones"".",storyline,,,,,
It's about a chimpanzee called Ceasar who is super intelligent because of an experimental drug he's tested with.,storyline,,,,,
"But things don't go quite as planned, the target is more aware of the team's special skills than they realize.",storyline,,,,,
None of the new robots get any chance to develop.,storyline,,,,,
"But I guess they thought it would be too boring to have Harry frozen and invisible for the whole scene.All in all I enjoyed the film, it was funny, dark and entertaining.",storyline,,,,,
"Try and imagine Aliens had Ellen Ripley repeatedly returned to the Colonial Marine's spacecraft, only to head back to LV-426 because Newt got lost in the tunnel.",storyline,,,,,
"The finale is split into two segments, a very long chase involving War Machine, Iron Man and lots of drones.",storyline,,,,,
What are the odds he lands in the den?,storyline,,,,,
"It simply makes no sense, here's why: they strove to show every single frame of the novel, but the way the characters interact is superfluous.",storyline,,,,,
"Elizabeth Shaw's death of her mother, relationship with god and science, and inability to have children could have gone into further detail.",storyline,,,,,
"Doug, for example, is a bank robber, whose father is in jail, whose mother left him when he was 6, he was a star hockey player in his youth but his bad temper cost him a shot at the NHL, he dated his best friends sister, she has a child who she says is his, he says it's not, and so on and so on.",storyline,,,,,
"If there are witnesses to the above events, agents of the government- the Men in Black are also there.Around since the beginning of the ""modern day"" UFO sightings, Men in Black have been made a household name with the film franchise by the same name starring Will Smith as agent J, Tommy Lee Jones as agent K and Josh Brolin as ""29-year-old"" old Agent K. The third installment in 3D is directed by Barry Sonnenfeld, written by Ethan Cohen and Executive Produced by Steven Spielberg.",storyline,,,,,
Now your daughter is kidnapped by weird Albanians and some random Arab Shiek that's involved and what's more...she is now in the process of being sold as a sex slave.,storyline,,,,,
"Growing up with these movies, that was an important aspect for me, and I'm so glad that this movie didn't ruin the entire thing.",storyline,,,,,
There's a lot of filler.,storyline,,,,,
"would still recommend this movie, its a good popcorn muncher.",storyline,,,,,
"All the little things in the film are wrong, amazingly a super intelligent wargames AI is unable to triangulate a radio signal, the dialogue between characters is extremely limited, there is no character development and it gives no indication of any emotional connection with each other, the humans are using technology solutions against a vastly superior technological force, Skynet exhibits an emotional response about a small pointless video screen being destroyed...Again I could still extend my suspension of disbelief past all the little problems if the major elements were OK.Unfortunately everything about this screams poor writing.",storyline,,,,,
After Nero's appearance the movie died for me.,storyline,,,,,
"With a name like ""Cowboys and Aliens,"" you have to figure the movie is going to be about as good as ""Jesse James vs. Dracula"" or ""Indians vs. Vampires,"" but this movie actually surprises you.",storyline,,,,,
"plot turns around John Koestler (Nicolas Cage), an MIT astrophysics nerd turned Indiana Jones when a time capsule is discovered at his young son Caleb's (Chandler Canterbury) school.",storyline,,,,,
"""The Grey"" is much more of a suspenseful drama with high-adrenaline scenes lurking around every corner.",storyline,,,,,
"This is a big problem, and keeps the film from really being fun.",storyline,,,,,
"It's a riveting experience, elevating to the extreme the notions of determination and resistance.",storyline,,,,,
"Jonah Hill co-stars as young Officer Schmidt, who is the vertically challenged officer who is gifted with mental aptitude but lacking in the physical component.",storyline,,,,,
Will he get the girl at least?,storyline,,,,,
"Some cowardly German soldiers, who speak really good English, look after Joey and its friend.",storyline,,,,,
"The story is largely irrelevant, all the crew are called together by Nick Fury (Samuel LJackson) in full, ""hell yeah"" mode, to defend the earth against this ultimate threat.",storyline,,,,,
"If the human race is going to meet some of these mutants in reality than obviously, normal people would fear from them.",storyline,,,,,
"And, two, I thought that some of the music was ear-manglingly awful.",visual,,,,,
I could never hear the characters voices without turning up the volume enough so that when the wolves attacked it was deafening.,visual,,,,,
To witness something nobody had done before when computer effects were still in the fetus stage.,visual,,,,,
My only complaint was the camera work.,visual,,,,,
"All the noise, fight choreography and barking drowned the potential of this film.",visual,,,,,
I attended the screening in 3D and I honestly have no idea why people had anything bad to say about the 3D in this movie as it was quite brilliant.,visual,,,,,
"I'm sure most of the budget went to special effects and caused the shortening of the movie, but it could really have used an extra 20 minutes.",visual,,,,,
"This was just insulting and lazy!...I could go on, for a LONG time but this review has a limited word count & I simply cant fit in anymore than a fraction of my annoyance!Like many others have said it is beautifully set out to start with and the visuals are stunning (which is why it gets 2 stars) but it loses the plot fast and never looks like it wants to rejoin the rest of us opting for it's own LSD fueled trip to Narnia instead.",visual,,,,,
"Not that it was lacking style at all, but this is not what I expect from a SPIDER-MAN movie.",visual,,,,,
"After watching 300, I gave most kudos to his video editing software, but now it's official, he is the next Kubrick.",visual,,,,,
"graphic novel adaptation craze, started by Robert Rodriguez with 2005's Sin City, is still alive and kicking, as evidenced by Zack Snyder's Sucker Punch, which from the opening already appears slightly lost in a case of style over substance, with the blurry, grungy cinematography and deep, heavy goth soundtrack not promising much in the way of an engaging story.",visual,,,,,
"The car chases aren't that great but overall, they're mindless enough for you not to care.",visual,,,,,
"of all sci-fi movies, this one has the max.",visual,,,,,
"animation is amazing, not so much in the detailed or ""It-looks-so-real-"" department, but just by the amount of stuff that's going on on screen.",visual,,,,,
The aliens had their weapons surgically attached to their bodies.....thats something that most alien movies haven't even suggested.,visual,,,,,
also the film appeared to be very dark with the 3D glasses on and i was not the only one in the audience who had a hard time staying awake.,visual,,,,,
"I'm a student in 3D animation and wow,look at that CG it is crazy !",visual,,,,,
"Why is it that an ""avatar"" made of a mixture of human and Navi DNA is still an exact physical duplicate of the Navi?",visual,,,,,
The rest is all blurred out in a mayhem of out of focus camera action and more shaking.,visual,,,,,
"The utilize of hand-held, low-angled camera give it a voyeuristic feeling and we effortlessly begin to identify with the protagonist and accompany him through his problematic childhood, not to mention all other shots of the Earth and the universe which look inventive and exquisite.The",visual,,,,,
The loud soundtrack makes even the subway's clatter sinister and Tchaikovsky's music (played backwards apparently) menacing.,visual,,,,,
You can't look at them all dying literally.,visual,,,,,
"It is - of course - Tchaikovsky's original music, which has been altered to some degree to fit the feature, albeit in a clever, tasteful and unobtrusive way.I highly recommend this beautiful and intelligent film.",visual,,,,,
In TLC the sets were perfect.,visual,,,,,
"The film starts with a number of overlong, but all very similar action sequences.",visual,,,,,
"Heck, the only one that barely made the transition from cartoon/comic to this blight of a film is Optimus Prime.",visual,,,,,
"There's no chance to look at the scenery, the sets, backgrounds etc.",visual,,,,,
Though I also thought it looked good in the Earth scenes.,visual,,,,,
"Silly, I know, but these things drive me nuts.",visual,,,,,
People whispering over image after image of the sky or the sea.,visual,,,,,
"Dante Ferreti's production design is, monumental, costumes, photography and Howard Shore's score are, quite simply, breath taking.",visual,,,,,
The monochromatic colour tone is stunning and at all times the colour palette of everything in shot is tempered to enhance the story.,visual,,,,,
"If you are going to see this movie, see it in 3-D.",visual,,,,,
"By the end of the film, the score was verging on repetitiveness, an effect I also felt in Giachinno's other running film, Star Trek.",visual,,,,,
"As CGI captions, the rules to survive and deal with zombies (like being in shape and avoiding lavatories) are boldly and tongue-in-cheek noted, voice-over style, by Eisenberg, who could probably out nerd philosophize Michael Cera any day of the week.",visual,,,,,
"I truly left the movie saying that "" I cant wait to see more films put out by ""Oni Productions/Closed on Mondays "". Well done !!!!!",visual,,,,,
"first thing that drew me in was the sounds, Daft Punk and the sound- designers have conjured up a delicious combination of eighties electro, modern 'house' music and grand orchestral sweeps that update the original but give it a unique modern flair.",visual,,,,,
"Well, you see flash of a wounded wolf and Liam lying on the ground, but that's it.",visual,,,,,
And the audio almost made me turn it off in the first few minutes.,visual,,,,,
That train derailment was spectacular.,visual,,,,,
It seemed to me it looked more like something from the Slavic and Soviet Films class I took in college.,visual,,,,,
Or watch it for the amazing cgi like I did.,visual,,,,,
After seeing district 9 where the aliens were up close and you got to see their expressions then Skyline was close up action and was cinematically pleasing this movie was just a cut and shunt mess.,visual,,,,,
I'll just simply state that Fincher is Fincher when it comes to his direction and roving camera work.,visual,,,,,
That was cartoonish.,visual,,,,,
I think his unique work behind the camera really worked for this franchise.,visual,,,,,
"He also has the ability to create a supernatural world, Asgard, where Thor and his family of gods reign.",visual,,,,,
"In its credit, I enjoy how low-budget and D.I.Y.-friendly this movie is.",visual,,,,,
This effect sort of dampens the dramatic potential here.The,visual,,,,,
Motion sickness anyone?,visual,,,,,
"It will become addictive, you will get withdrawal symptoms if you go more than two days without your Kick-Ass fix.I have never before seen a movie that has such an effect on you.Why didn't you go to the theatre to watch it?",visual,,,,,
The world's favorite detective has gotten a makeover.,visual,,,,,
The visuals are delightful.,visual,,,,,
Avatar brings us as close as cinema ever has to actually visiting an alien world.,visual,,,,,
These camouflaged scenes become distracting to our main character's plight and become a beacon of questioning that is never torched properly.,visual,,,,,
action is also fantastic.,visual,,,,,
no x ray vision?,visual,,,,,
Alexandre Desplay is guilty for providing the best original score this year.,visual,,,,,
"Overall the Acting was good, but there were some extremely Corny lines, that their good acting covered up.Visuals:",visual,,,,,
"So overall, just like I said in the summary: special effects 10, movie 4...",visual,,,,,
The cinematography and editing are praiseworthy too.,visual,,,,,
It certainly is one of the most visually impressive films ever made.,visual,,,,,
The digital face of Clu or younger Flynn is one of the best digital recreations of the human face done to a VERY high degree and I respect just how far animation has come in the last 5 years alone.,visual,,,,,
"I am normally anti 3D with non animated films as they tend to be too dark, and often blurry with fast action scenes, making real live action feel unreal.",visual,,,,,
Is there representations of emotions in the beasts?,visual,,,,,
"Come on, you don't have to make a POV mind bullet to let us know what's going on, and you don't need to do a slow zoom in on a character for 3 full seconds to hint at a possible love interest (Mystique).I'm",visual,,,,,
The cinematography and editing is mixed well to bring that documentary feel with the necessity of cinematic action.,visual,,,,,
The movement should be slower (or at least different) as gravity is lower there.,visual,,,,,
It's so simple and so effective that it's very easy to be taken aback by the beauty of it all.I could probably rave about this movie for days.,visual,,,,,
Good art direction.,visual,,,,,
"It made me go 'Wow', 'Cool' sort of things!",visual,,,,,
The set designs have echoes from the original series but give a nice modern feel to them and this is especially true of the bridge of the Enterprise itself.,visual,,,,,
"I particularly liked the green suits, but stating that as belonging to production design may start new a galaxy wide war with the SFX department, so I won't go there.",visual,,,,,
